t_us,frame_id,sensor_id,accX,accY,accZ,acc_sum_YZ,magX,magY,magZ
1095892780,875907,0,1.005859375,-0.029296875,0.021484375,-0.0078125,0.0,0.0,0.0
1095894031,875908,0,1.00390625,-0.02734375,0.021484375,-0.005859375,0.0,0.0,0.0
1095895282,875909,0,1.00390625,-0.03125,0.02734375,-0.00390625,0.0,0.0,0.0
1095896533,875910,0,1.001953125,-0.033203125,0.0234375,-0.009765625,0.0,0.0,0.0
1095897784,875911,0,1.0,-0.02734375,0.0234375,-0.00390625,0.0,0.0,0.0
1095899034,875912,0,1.001953125,-0.02734375,0.0234375,-0.00390625,0.0,0.0,0.0
1095900284,875913,0,1.005859375,-0.029296875,0.0234375,-0.005859375,0.0,0.0,-1.0287550400204397e-32
1095902787,875915,0,1.0078125,-0.029296875,0.0234375,-0.005859375,0.0,0.0,0.0
1095904038,875916,0,1.0078125,-0.029296875,0.02734375,-0.001953125,0.0,0.0,0.0
1095905288,875917,0,1.0,-0.025390625,0.01953125,-0.005859375,0.0,0.0,0.0
1095906539,875918,0,1.00390625,-0.029296875,0.0234375,-0.005859375,0.0,0.0,0.0
1095907790,875919,0,1.00390625,-0.033203125,0.01953125,-0.013671875,0.0,0.0,0.0
1095909040,875920,0,1.00390625,-0.03125,0.0234375,-0.0078125,0.0,0.0,0.0
1095910290,875921,0,1.01171875,-0.02734375,0.021484375,-0.005859375,0.0,0.0,0.0
1095911542,875922,0,0.99609375,-0.02734375,0.021484375,-0.005859375,0.0,0.0,0.0
1095912793,875923,0,0.998046875,-0.02734375,0.0234375,-0.00390625,0.0,0.0,0.0
1095914044,875924,0,1.0,-0.029296875,0.01953125,-0.009765625,0.0,0.0,0.0
1095915295,875925,0,0.998046875,-0.02734375,0.017578125,-0.009765625,0.0,0.0,0.0
1095916546,875926,0,1.001953125,-0.029296875,0.02734375,-0.001953125,0.0,0.0,0.0
1095917796,875927,0,1.001953125,-0.03125,0.025390625,-0.005859375,0.0,0.0,0.0
1095919048,875928,0,0.998046875,-0.02734375,0.0234375,-0.00390625,0.0,0.0,0.0
1095920299,875929,0,0.998046875,-0.02734375,0.021484375,-0.005859375,0.0,0.0,0.0
1095921549,875930,0,1.005859375,-0.02734375,0.025390625,-0.001953125,0.0,0.0,0.0
1095922801,875931,0,1.001953125,-0.03125,0.0234375,-0.0078125,0.0,0.0,0.0
1095924051,875932,0,1.0078125,-0.02734375,0.01953125,-0.0078125,0.0,0.0,0.0
1095925301,875933,0,1.005859375,-0.033203125,0.025390625,-0.0078125,0.0,0.0,0.0
1095926552,875934,0,1.001953125,-0.03125,0.017578125,-0.013671875,0.0,0.0,0.0
1095927803,875935,0,1.009765625,-0.03125,0.01953125,-0.01171875,0.0,0.0,0.0
1095929054,875936,0,0.99609375,-0.03125,0.017578125,-0.013671875,0.0,0.0,0.0
1095930305,875937,0,1.001953125,-0.033203125,0.017578125,-0.015625,0.0,0.0,0.0
1095931556,875938,0,0.998046875,-0.02734375,0.017578125,-0.009765625,0.0,0.0,0.0
