t_us,frame_id,sensor_id,accX,accY,accZ,acc_sum_YZ,magX,magY,magZ
1072210818,856975,0,1.015625,-0.0234375,0.021484375,-0.001953125,0.0,0.0,0.0
1072212070,856976,0,1.005859375,-0.02734375,0.01953125,-0.0078125,0.0,0.0,0.0
1072213321,856977,0,1.001953125,-0.029296875,0.0234375,-0.005859375,0.0,0.0,0.0
1072214571,856978,0,1.0078125,-0.02734375,0.01953125,-0.0078125,0.0,0.0,0.0
1072215821,856979,0,1.005859375,-0.0234375,0.0234375,0.0,0.0,0.0,0.0
1072217071,856980,0,1.00390625,-0.029296875,0.021484375,-0.0078125,0.0,0.0,0.0
1072218322,856981,0,1.00390625,-0.03125,0.021484375,-0.009765625,0.0,0.0,0.0
1072219572,856982,0,0.998046875,-0.029296875,0.021484375,-0.0078125,0.0,0.0,0.0
1072220823,856983,0,1.001953125,-0.03125,0.017578125,-0.013671875,0.0,0.0,0.0
1072222075,856984,0,1.005859375,-0.02734375,0.021484375,-0.005859375,0.0,0.0,0.0
1072223326,856985,0,1.001953125,-0.0234375,0.01953125,-0.00390625,0.0,0.0,0.0
1072224577,856986,0,1.0,-0.025390625,0.025390625,0.0,0.0,0.0,0.0
1072225829,856987,0,1.0,-0.0234375,0.021484375,-0.001953125,0.0,0.0,0.0
1072227079,856988,0,1.00390625,-0.021484375,0.021484375,0.0,0.0,0.0,0.0
1072228329,856989,0,1.00390625,-0.0234375,0.021484375,-0.001953125,0.0,0.0,0.0
1072229580,856990,0,1.005859375,-0.03125,0.033203125,0.001953125,0.0,0.0,0.0
1072230831,856991,0,1.017578125,-0.03125,0.0234375,-0.0078125,0.0,0.0,0.0
1072232082,856992,0,0.990234375,-0.0234375,0.025390625,0.001953125,0.0,0.0,0.0
1072233333,856993,0,1.0,-0.029296875,0.0234375,-0.005859375,0.0,0.0,0.0
1072234584,856994,0,1.0,-0.0234375,0.025390625,0.001953125,0.0,0.0,0.0
1072235835,856995,0,1.005859375,-0.029296875,0.017578125,-0.01171875,0.0,0.0,0.0
1072237087,856996,0,1.01171875,-0.0234375,0.0234375,0.0,0.0,0.0,0.0
1072238338,856997,0,1.0078125,-0.021484375,0.02734375,0.005859375,0.0,0.0,0.0
1072239590,856998,0,1.00390625,-0.01953125,0.0234375,0.00390625,0.0,0.0,0.0
1072240841,856999,0,1.001953125,-0.021484375,0.02734375,0.005859375,0.0,0.0,0.0
1072242092,857000,0,1.009765625,-0.021484375,0.029296875,0.0078125,0.0,0.0,0.0
1072243343,857001,0,1.00390625,-0.01953125,0.029296875,0.009765625,0.0,0.0,0.0
1072244595,857002,0,1.00390625,-0.021484375,0.017578125,-0.00390625,0.0,0.0,0.0
1072245845,857003,0,1.001953125,-0.021484375,0.0234375,0.001953125,0.0,0.0,0.0
1072247097,857004,0,1.001953125,-0.025390625,0.015625,-0.009765625,0.0,0.0,0.0
1072248348,857005,0,1.00390625,-0.0234375,0.015625,-0.0078125,0.0,0.0,0.0
1072249600,857006,0,1.0,-0.02734375,0.025390625,-0.001953125,0.0,0.0,0.0
1072250850,857007,0,0.998046875,-0.02734375,0.021484375,-0.005859375,0.0,0.0,0.0
1072252101,857008,0,1.005859375,-0.025390625,0.01953125,-0.005859375,0.0,0.0,0.0
1072253351,857009,0,1.001953125,-0.02734375,0.02734375,0.0,0.0,0.0,0.0
1072254602,857010,0,1.005859375,-0.025390625,0.01953125,-0.005859375,0.0,0.0,0.0
1072255853,857011,0,1.0078125,-0.021484375,0.01953125,-0.001953125,0.0,0.0,0.0
1072257104,857012,0,1.001953125,-0.017578125,0.025390625,0.0078125,0.0,0.0,0.0
1072258355,857013,0,1.009765625,-0.01953125,0.021484375,0.001953125,0.0,0.0,0.0
1072259606,857014,0,1.0078125,-0.021484375,0.0234375,0.001953125,0.0,0.0,0.0
1072260857,857015,0,1.0078125,-0.0234375,0.0234375,0.0,0.0,0.0,0.0
1072262109,857016,0,1.009765625,-0.0234375,0.0234375,0.0,0.0,0.0,0.0
1072263360,857017,0,1.01953125,-0.01953125,0.017578125,-0.001953125,0.0,0.0,0.0
1072264610,857018,0,1.00390625,-0.029296875,0.017578125,-0.01171875,0.0,0.0,0.0
1072265861,857019,0,0.994140625,-0.029296875,0.021484375,-0.0078125,0.0,0.0,4.7542343345456894e-27
1072268362,857021,0,1.0,-0.03125,0.021484375,-0.009765625,0.0,0.0,0.0
1072269613,857022,0,1.0,-0.029296875,0.013671875,-0.015625,0.0,0.0,0.0
1072270863,857023,0,1.005859375,-0.029296875,0.01953125,-0.009765625,0.0,0.0,0.0
1072272115,857024,0,1.0078125,-0.029296875,0.017578125,-0.01171875,0.0,0.0,0.0
1072273366,857025,0,1.0,-0.029296875,0.021484375,-0.0078125,0.0,0.0,0.0
1072274616,857026,0,1.0078125,-0.02734375,0.025390625,-0.001953125,0.0,0.0,0.0
1072275867,857027,0,1.005859375,-0.029296875,0.021484375,-0.0078125,0.0,0.0,0.0
1072277117,857028,0,1.005859375,-0.02734375,0.01953125,-0.0078125,0.0,0.0,0.0
1072278367,857029,0,1.0078125,-0.0234375,0.021484375,-0.001953125,0.0,0.0,0.0
1072279618,857030,0,0.99609375,-0.025390625,0.021484375,-0.00390625,0.0,0.0,0.0
1072280868,857031,0,1.001953125,-0.03125,0.021484375,-0.009765625,0.0,0.0,0.0
1072282120,857032,0,1.00390625,-0.03125,0.021484375,-0.009765625,0.0,0.0,0.0
1072283371,857033,0,1.001953125,-0.029296875,0.0234375,-0.005859375,0.0,0.0,0.0
1072284621,857034,0,1.01171875,-0.03125,0.01953125,-0.01171875,0.0,0.0,0.0
1072285873,857035,0,1.001953125,-0.0234375,0.017578125,-0.005859375,0.0,0.0,0.0
1072287123,857036,0,0.998046875,-0.029296875,0.021484375,-0.0078125,0.0,0.0,0.0
1072288373,857037,0,0.998046875,-0.02734375,0.02734375,0.0,0.0,0.0,0.0
1072289623,857038,0,0.994140625,-0.02734375,0.017578125,-0.009765625,0.0,0.0,0.0
1072290873,857039,0,1.00390625,-0.02734375,0.015625,-0.01171875,0.0,0.0,0.0
1072292125,857040,0,1.001953125,-0.025390625,0.013671875,-0.01171875,0.0,0.0,0.0
1072293376,857041,0,1.009765625,-0.02734375,0.01953125,-0.0078125,0.0,0.0,0.0
1072294626,857042,0,1.00390625,-0.025390625,0.017578125,-0.0078125,0.0,0.0,0.0
1072295877,857043,0,1.001953125,-0.0234375,0.0234375,0.0,0.0,0.0,0.0
1072297128,857044,0,1.00390625,-0.02734375,0.02734375,0.0,0.0,0.0,0.0
1072298378,857045,0,1.001953125,-0.025390625,0.01953125,-0.005859375,0.0,0.0,0.0
1072299629,857046,0,1.005859375,-0.03125,0.021484375,-0.009765625,0.0,0.0,0.0
1072300880,857047,0,1.00390625,-0.02734375,0.01953125,-0.0078125,0.0,0.0,0.0
1072302131,857048,0,1.00390625,-0.029296875,0.021484375,-0.0078125,0.0,0.0,0.0
1072303382,857049,0,1.001953125,-0.025390625,0.015625,-0.009765625,0.0,0.0,0.0
1072304632,857050,0,1.001953125,-0.02734375,0.025390625,-0.001953125,0.0,0.0,0.0
1072305883,857051,0,1.00390625,-0.025390625,0.017578125,-0.0078125,0.0,0.0,0.0
1072307134,857052,0,0.998046875,-0.0234375,0.02734375,0.00390625,0.0,0.0,0.0
1072308384,857053,0,1.005859375,-0.0234375,0.0234375,0.0,0.0,0.0,0.0
1072309636,857054,0,1.005859375,-0.03125,0.021484375,-0.009765625,0.0,0.0,0.0
1072310886,857055,0,1.0,-0.0234375,0.017578125,-0.005859375,0.0,0.0,0.0
1072312137,857056,0,1.005859375,-0.02734375,0.015625,-0.01171875,0.0,0.0,0.0
1072313388,857057,0,1.00390625,-0.033203125,0.01953125,-0.013671875,0.0,0.0,0.0
1072314639,857058,0,1.001953125,-0.0234375,0.03125,0.0078125,0.0,0.0,0.0
1072315889,857059,0,1.0078125,-0.03125,0.01953125,-0.01171875,0.0,0.0,0.0
1072317140,857060,0,1.013671875,-0.01953125,0.0234375,0.00390625,0.0,0.0,0.0
1072318392,857061,0,1.001953125,-0.0234375,0.025390625,0.001953125,0.0,0.0,0.0
1072319642,857062,0,0.998046875,-0.025390625,0.021484375,-0.00390625,0.0,0.0,0.0
1072320894,857063,0,1.00390625,-0.029296875,0.029296875,0.0,0.0,0.0,0.0
1072322145,857064,0,1.0078125,-0.0234375,0.0234375,0.0,0.0,0.0,0.0
1072323396,857065,0,1.00390625,-0.0234375,0.021484375,-0.001953125,0.0,0.0,0.0
1072324648,857066,0,1.0,-0.0234375,0.0234375,0.0,0.0,0.0,0.0
1072325899,857067,0,1.005859375,-0.029296875,0.025390625,-0.00390625,0.0,0.0,0.0
1072327150,857068,0,0.99609375,-0.021484375,0.02734375,0.005859375,0.0,0.0,0.0
1072328400,857069,0,1.0,-0.029296875,0.021484375,-0.0078125,0.0,0.0,0.0
1072329651,857070,0,1.0078125,-0.029296875,0.021484375,-0.0078125,0.0,0.0,0.0
1072330902,857071,0,1.0078125,-0.0234375,0.01953125,-0.00390625,0.0,0.0,0.0
1072332152,857072,0,1.00390625,-0.021484375,0.025390625,0.00390625,0.0,0.0,0.0
1072333402,857073,0,1.0078125,-0.02734375,0.021484375,-0.005859375,0.0,0.0,0.0
1072334654,857074,0,1.0078125,-0.021484375,0.0234375,0.001953125,0.0,0.0,0.0
1072335904,857075,0,1.009765625,-0.02734375,0.021484375,-0.005859375,0.0,0.0,0.0
1072337154,857076,0,1.00390625,-0.01953125,0.02734375,0.0078125,0.0,0.0,0.0
1072338405,857077,0,0.9921875,-0.02734375,0.021484375,-0.005859375,0.0,0.0,0.0
1072339655,857078,0,1.0,-0.029296875,0.017578125,-0.01171875,0.0,0.0,0.0
