t_us,frame_id,sensor_id,accX,accY,accZ,acc_sum_YZ,magX,magY,magZ
1874745536,1498512,0,1.0,-0.001953125,0.0078125,0.005859375,0.0,0.0,0.0
1874746786,1498513,0,1.001953125,-0.001953125,0.0078125,0.005859375,0.0,0.0,0.0
1874748037,1498514,0,1.001953125,-0.0078125,0.005859375,-0.001953125,0.0,0.0,0.0
1874749288,1498515,0,1.00390625,-0.00390625,0.005859375,0.001953125,0.0,0.0,0.0
1874750538,1498516,0,1.009765625,-0.005859375,-0.00390625,-0.009765625,0.0,0.0,0.0
1874751789,1498517,0,1.001953125,-0.005859375,0.01171875,0.005859375,0.0,0.0,0.0
1874753041,1498518,0,1.005859375,-0.00390625,0.0078125,0.00390625,0.0,0.0,0.0
1874754293,1498519,0,1.005859375,-0.00390625,0.005859375,0.001953125,0.0,0.0,0.0
1874755544,1498520,0,1.001953125,-0.009765625,0.005859375,-0.00390625,0.0,0.0,0.0
1874756795,1498521,0,1.0078125,-0.0078125,0.0,-0.0078125,0.0,0.0,0.0
1874758047,1498522,0,1.009765625,-0.005859375,0.0,-0.005859375,0.0,0.0,0.0
1874759298,1498523,0,1.0078125,-0.001953125,0.00390625,0.001953125,0.0,0.0,0.0
1874760549,1498524,0,0.99609375,-0.00390625,0.009765625,0.005859375,0.0,0.0,0.0
1874761800,1498525,0,0.998046875,-0.001953125,0.0078125,0.005859375,0.0,0.0,0.0
1874763050,1498526,0,1.00390625,-0.001953125,0.005859375,0.00390625,0.0,0.0,0.0
1874764301,1498527,0,1.0,-0.001953125,0.001953125,0.0,0.0,0.0,0.0
1874765552,1498528,0,1.0078125,-0.001953125,0.005859375,0.00390625,0.0,0.0,0.0
1874766803,1498529,0,1.005859375,-0.001953125,0.005859375,0.00390625,0.0,0.0,0.0
1874768053,1498530,0,1.00390625,-0.001953125,0.009765625,0.0078125,0.0,0.0,0.0
1874769305,1498531,0,1.0,-0.001953125,0.001953125,0.0,0.0,0.0,0.0
1874770557,1498532,0,1.001953125,0.001953125,0.00390625,0.005859375,0.0,0.0,0.0
1874771808,1498533,0,1.005859375,-0.001953125,0.005859375,0.00390625,0.0,0.0,0.0
1874773059,1498534,0,1.00390625,0.0,0.001953125,0.001953125,0.0,0.0,0.0
1874774310,1498535,0,1.00390625,-0.001953125,0.005859375,0.00390625,0.0,0.0,0.0
1874775562,1498536,0,1.0078125,-0.00390625,0.00390625,0.0,0.0,0.0,0.0
1874776812,1498537,0,0.998046875,-0.00390625,0.0078125,0.00390625,0.0,0.0,0.0
1874778064,1498538,0,1.00390625,-0.00390625,0.0078125,0.00390625,0.0,0.0,0.0
1874779314,1498539,0,1.0,0.001953125,0.0,0.001953125,0.0,0.0,0.0
1874780565,1498540,0,1.0,-0.001953125,0.001953125,0.0,0.0,0.0,0.0
1874781816,1498541,0,1.001953125,-0.005859375,-0.00390625,-0.009765625,0.0,0.0,0.0
1874783066,1498542,0,1.001953125,-0.00390625,0.001953125,-0.001953125,0.0,0.0,0.0
1874784317,1498543,0,1.0,-0.001953125,0.005859375,0.00390625,0.0,0.0,0.0
1874785569,1498544,0,1.0078125,-0.001953125,-0.001953125,-0.00390625,0.0,0.0,0.0
1874786819,1498545,0,1.001953125,-0.001953125,0.01171875,0.009765625,0.0,0.0,0.0
1874788070,1498546,0,0.994140625,0.001953125,0.001953125,0.00390625,0.0,0.0,0.0
1874789321,1498547,0,1.013671875,0.00390625,0.005859375,0.009765625,0.0,0.0,0.0
1874790571,1498548,0,0.998046875,0.0,0.005859375,0.005859375,0.0,0.0,0.0
1874791822,1498549,0,0.99609375,-0.00390625,0.0,-0.00390625,0.0,0.0,0.0
1874793074,1498550,0,1.0,-0.001953125,0.00390625,0.001953125,0.0,0.0,0.0
1874794324,1498551,0,0.998046875,0.0,0.00390625,0.00390625,0.0,0.0,0.0
1874795575,1498552,0,1.00390625,-0.001953125,0.00390625,0.001953125,0.0,0.0,0.0
1874796827,1498553,0,1.00390625,0.0,0.005859375,0.005859375,0.0,0.0,0.0
1874798077,1498554,0,0.99609375,-0.001953125,0.0078125,0.005859375,0.0,0.0,0.0
1874799328,1498555,0,1.005859375,0.0,0.0,0.0,0.0,0.0,0.0
1874800580,1498556,0,1.0078125,-0.001953125,-0.00390625,-0.005859375,0.0,0.0,0.0
1874801832,1498557,0,1.001953125,-0.005859375,0.001953125,-0.00390625,0.0,0.0,0.0
1874803082,1498558,0,1.005859375,-0.00390625,-0.001953125,-0.005859375,0.0,0.0,0.0
1874804333,1498559,0,1.005859375,-0.00390625,0.00390625,0.0,0.0,0.0,0.0
1874805585,1498560,0,1.0,-0.001953125,0.0078125,0.005859375,0.0,0.0,0.0
1874806835,1498561,0,1.00390625,-0.001953125,-0.00390625,-0.005859375,0.0,0.0,0.0
1874808086,1498562,0,1.009765625,0.001953125,0.00390625,0.005859375,0.0,0.0,0.0
1874809338,1498563,0,1.001953125,-0.00390625,0.00390625,0.0,0.0,0.0,0.0
1874810589,1498564,0,1.001953125,0.001953125,0.00390625,0.005859375,0.0,0.0,0.0
1874811840,1498565,0,1.009765625,0.001953125,0.001953125,0.00390625,0.0,0.0,0.0
1874813092,1498566,0,1.013671875,0.0,0.00390625,0.00390625,0.0,0.0,0.0
1874814343,1498567,0,1.0,-0.001953125,0.005859375,0.00390625,0.0,0.0,0.0
1874815594,1498568,0,0.99609375,0.0,0.005859375,0.005859375,0.0,0.0,0.0
1874816845,1498569,0,1.00390625,0.0,0.0,0.0,0.0,0.0,0.0
1874818096,1498570,0,1.0,-0.001953125,0.0,-0.001953125,0.0,0.0,0.0
1874819346,1498571,0,1.005859375,-0.005859375,-0.00390625,-0.009765625,0.0,0.0,0.0
