t_us,frame_id,sensor_id,accX,accY,accZ,acc_sum_YZ,magX,magY,magZ
1164671912,930918,0,0.998046875,-0.037109375,0.01171875,-0.025390625,0.0,0.0,0.0
1164673163,930919,0,1.00390625,-0.037109375,0.015625,-0.021484375,0.0,0.0,0.0
1164674413,930920,0,1.01171875,-0.03125,0.01171875,-0.01953125,0.0,0.0,1.614400011750024e+25
1164676915,930922,0,1.0,-0.033203125,0.01171875,-0.021484375,0.0,0.0,0.0
1164678167,930923,0,1.009765625,-0.03125,0.021484375,-0.009765625,0.0,0.0,0.0
1164679417,930924,0,1.00390625,-0.029296875,0.01171875,-0.017578125,0.0,0.0,0.0
1164680668,930925,0,1.005859375,-0.037109375,0.013671875,-0.0234375,0.0,0.0,0.0
1164681920,930926,0,1.005859375,-0.03515625,0.009765625,-0.025390625,0.0,0.0,0.0
1164683171,930927,0,1.00390625,-0.03515625,0.009765625,-0.025390625,0.0,0.0,0.0
1164684422,930928,0,1.001953125,-0.03515625,0.017578125,-0.017578125,0.0,0.0,0.0
1164685674,930929,0,1.001953125,-0.03515625,0.013671875,-0.021484375,0.0,0.0,0.0
1164686924,930930,0,0.99609375,-0.03515625,0.015625,-0.01953125,0.0,0.0,0.0
1164688175,930931,0,1.005859375,-0.037109375,0.009765625,-0.02734375,0.0,0.0,0.0
1164689426,930932,0,1.00390625,-0.0390625,0.01171875,-0.02734375,0.0,0.0,0.0
1164690677,930933,0,1.001953125,-0.0390625,0.015625,-0.0234375,0.0,0.0,0.0
1164691928,930934,0,1.00390625,-0.041015625,0.013671875,-0.02734375,0.0,0.0,0.0
1164693179,930935,0,1.009765625,-0.037109375,0.017578125,-0.01953125,0.0,0.0,0.0
1164694431,930936,0,1.001953125,-0.037109375,0.01171875,-0.025390625,0.0,0.0,0.0
1164695681,930937,0,0.99609375,-0.03515625,0.017578125,-0.017578125,0.0,0.0,0.0
1164696932,930938,0,1.0,-0.041015625,0.009765625,-0.03125,0.0,0.0,0.0
1164698182,930939,0,1.001953125,-0.037109375,0.005859375,-0.03125,0.0,0.0,0.0
1164699432,930940,0,1.00390625,-0.03515625,0.013671875,-0.021484375,0.0,0.0,0.0
1164700684,930941,0,1.0,-0.03515625,0.01171875,-0.0234375,0.0,0.0,0.0
1164701934,930942,0,1.005859375,-0.03515625,0.013671875,-0.021484375,0.0,0.0,0.0
1164703185,930943,0,1.00390625,-0.037109375,0.009765625,-0.02734375,0.0,0.0,0.0
1164704436,930944,0,1.001953125,-0.037109375,0.015625,-0.021484375,0.0,0.0,0.0
1164705687,930945,0,1.0078125,-0.037109375,0.015625,-0.021484375,0.0,0.0,0.0
1164706937,930946,0,1.00390625,-0.037109375,0.01953125,-0.017578125,0.0,0.0,0.0
1164708187,930947,0,1.005859375,-0.037109375,0.01171875,-0.025390625,0.0,0.0,0.0
1164709439,930948,0,1.001953125,-0.037109375,0.015625,-0.021484375,0.0,0.0,0.0
1164710690,930949,0,1.0078125,-0.04296875,0.01171875,-0.03125,0.0,0.0,0.0
1164711940,930950,0,1.001953125,-0.037109375,0.013671875,-0.0234375,0.0,0.0,0.0
1164713192,930951,0,1.005859375,-0.03515625,0.01171875,-0.0234375,0.0,0.0,0.0
1164714443,930952,0,1.0,-0.0390625,0.01171875,-0.02734375,0.0,0.0,0.0
1164715694,930953,0,1.001953125,-0.037109375,0.01171875,-0.025390625,0.0,0.0,0.0
1164716944,930954,0,1.001953125,-0.0390625,0.015625,-0.0234375,0.0,0.0,0.0
1164718194,930955,0,1.0078125,-0.037109375,0.017578125,-0.01953125,0.0,0.0,0.0
1164719445,930956,0,1.00390625,-0.033203125,0.0078125,-0.025390625,0.0,0.0,0.0
1164720697,930957,0,1.0,-0.0390625,0.0078125,-0.03125,0.0,0.0,0.0
1164721947,930958,0,1.013671875,-0.037109375,0.009765625,-0.02734375,0.0,0.0,0.0
1164723199,930959,0,1.01171875,-0.041015625,0.0078125,-0.033203125,0.0,0.0,0.0
1164724449,930960,0,1.005859375,-0.029296875,0.017578125,-0.01171875,0.0,0.0,0.0
1164725701,930961,0,1.00390625,-0.033203125,0.013671875,-0.01953125,0.0,0.0,0.0
1164726951,930962,0,1.01171875,-0.03515625,0.015625,-0.01953125,0.0,0.0,0.0
1164728202,930963,0,1.0,-0.033203125,0.015625,-0.017578125,0.0,0.0,0.0
1164729454,930964,0,1.001953125,-0.029296875,0.021484375,-0.0078125,0.0,0.0,0.0
1164730704,930965,0,1.005859375,-0.03515625,0.015625,-0.01953125,0.0,0.0,0.0
1164731955,930966,0,1.001953125,-0.033203125,0.0078125,-0.025390625,0.0,0.0,0.0
1164733206,930967,0,1.001953125,-0.037109375,0.01171875,-0.025390625,0.0,0.0,0.0
1164734457,930968,0,1.001953125,-0.033203125,0.009765625,-0.0234375,0.0,0.0,0.0
1164735708,930969,0,1.00390625,-0.03515625,0.01171875,-0.0234375,0.0,0.0,0.0
1164736959,930970,0,1.005859375,-0.033203125,0.015625,-0.017578125,0.0,0.0,0.0
1164738211,930971,0,1.001953125,-0.033203125,0.01171875,-0.021484375,0.0,0.0,0.0
1164739463,930972,0,1.0078125,-0.03515625,0.009765625,-0.025390625,0.0,0.0,0.0
1164740713,930973,0,1.005859375,-0.033203125,0.013671875,-0.01953125,0.0,0.0,0.0
1164741965,930974,0,1.001953125,-0.037109375,0.0078125,-0.029296875,0.0,0.0,0.0
1164743215,930975,0,1.001953125,-0.037109375,0.009765625,-0.02734375,0.0,0.0,0.0
1164744466,930976,0,1.0,-0.033203125,0.00390625,-0.029296875,0.0,0.0,0.0
1164745716,930977,0,1.0,-0.037109375,0.017578125,-0.01953125,0.0,0.0,0.0
1164746966,930978,0,1.005859375,-0.03515625,0.01171875,-0.0234375,0.0,0.0,0.0
1164748216,930979,0,1.0078125,-0.04296875,0.01171875,-0.03125,0.0,0.0,0.0
1164749468,930980,0,1.009765625,-0.03515625,0.013671875,-0.021484375,0.0,0.0,0.0
1164750719,930981,0,1.00390625,-0.03515625,0.013671875,-0.021484375,0.0,0.0,0.0
1164751969,930982,0,1.017578125,-0.03515625,0.0078125,-0.02734375,0.0,0.0,0.0
1164753221,930983,0,1.001953125,-0.029296875,0.013671875,-0.015625,0.0,0.0,0.0
1164754471,930984,0,1.001953125,-0.037109375,0.009765625,-0.02734375,0.0,0.0,0.0
1164755723,930985,0,1.0,-0.0390625,0.0078125,-0.03125,0.0,0.0,0.0
1164756973,930986,0,0.998046875,-0.0390625,0.01171875,-0.02734375,0.0,0.0,0.0
1164758225,930987,0,1.001953125,-0.0390625,0.015625,-0.0234375,0.0,0.0,0.0
1164759476,930988,0,1.0,-0.037109375,0.009765625,-0.02734375,0.0,0.0,0.0
1164760727,930989,0,1.00390625,-0.03515625,0.009765625,-0.025390625,0.0,0.0,0.0
1164761977,930990,0,0.998046875,-0.02734375,0.01953125,-0.0078125,0.0,0.0,0.0
1164763228,930991,0,1.005859375,-0.029296875,0.009765625,-0.01953125,0.0,0.0,0.0
1164764479,930992,0,1.0,-0.033203125,0.013671875,-0.01953125,0.0,0.0,0.0
1164765730,930993,0,1.0,-0.037109375,0.005859375,-0.03125,0.0,0.0,0.0
1164766981,930994,0,1.00390625,-0.041015625,0.015625,-0.025390625,0.0,0.0,0.0
1164768233,930995,0,1.005859375,-0.03515625,0.01171875,-0.0234375,0.0,0.0,0.0
1164769484,930996,0,1.0,-0.033203125,0.009765625,-0.0234375,0.0,0.0,0.0
